,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected
Distributors,OnOff Premises,Account Names,Address,City,State,Distributor,Item Names,Dist Routes,2 Quarters 4/1/2026 thru 7/20/2026  Case Equivs,2 Quarters 4/1/2026 thru 7/20/2026  Days Since Last Sale,2 Quarters 4/1/2026 thru 7/20/2026  Days Until Fall Off
"7G - Cedar Rapids, IA",OFF,NEIGHBORHOOD FOOD LIQUOR & TOBACCO,1601 6TH ST SW,CEDAR RAPIDS,IA,CEDAR,Wild Eddy 4/6/12oz Can,"JARED ZEUTENHO 162- 7G - Cedar Rapids, IA",2,5,85
"7G - Cedar Rapids, IA",OFF,NEIGHBORHOOD FOOD LIQUOR & TOBACCO,1601 6TH ST SW,CEDAR RAPIDS,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"JARED ZEUTENHO 162- 7G - Cedar Rapids, IA",1,19,71
"7G - Cedar Rapids, IA",OFF,CORNER MART,998 8TH AVE,MARION,IA,CEDAR,Easy Eddy 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",7,35,55
"7G - Cedar Rapids, IA",OFF,CORNER MART,998 8TH AVE,MARION,IA,CEDAR,Tigerhawk 4/6/16oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",2.666666,14,76
"7G - Cedar Rapids, IA",OFF,CORNER MART,998 8TH AVE,MARION,IA,CEDAR,Easy Going 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",1,49,41
"7G - Cedar Rapids, IA",OFF,CORNER MART,998 8TH AVE,MARION,IA,CEDAR,Royal Eddy 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",1,49,41
"7G - Cedar Rapids, IA",OFF,CORNER MART,998 8TH AVE,MARION,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",0.8,21,69
"7G - Cedar Rapids, IA",OFF,SPRINGVILLE STATION,510 1ST AVE,SPRINGVILLE,IA,CEDAR,Royal Eddy 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",7,19,71
"7G - Cedar Rapids, IA",OFF,SPRINGVILLE STATION,510 1ST AVE,SPRINGVILLE,IA,CEDAR,Easy Eddy 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",5,12,78
"7G - Cedar Rapids, IA",OFF,HY VEE FAST & FRESH #1281,260 STEVENS DR,IOWA CITY,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TYLER KIOUS 153- 7G - Cedar Rapids, IA",5,6,84
"7G - Cedar Rapids, IA",OFF,HY VEE FAST & FRESH #1281,260 STEVENS DR,IOWA CITY,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"TYLER KIOUS 153- 7G - Cedar Rapids, IA",3.2,34,56
"7G - Cedar Rapids, IA",OFF,HY VEE FAST & FRESH #1281,260 STEVENS DR,IOWA CITY,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"TYLER KIOUS 153- 7G - Cedar Rapids, IA",2,55,35
"7G - Cedar Rapids, IA",OFF,HY VEE FAST & FRESH #1281,260 STEVENS DR,IOWA CITY,IA,CEDAR,Royal Eddy 4/6/12oz Can,"TYLER KIOUS 153- 7G - Cedar Rapids, IA",1,83,7
"7G - Cedar Rapids, IA",OFF,KARDES C STORE,202 N CEDAR ST,MONTICELLO,IA,CEDAR,Easy Eddy 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",7,11,79
"7G - Cedar Rapids, IA",OFF,KARDES C STORE,202 N CEDAR ST,MONTICELLO,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",3.2,4,86
"7G - Cedar Rapids, IA",OFF,KARDES C STORE,202 N CEDAR ST,MONTICELLO,IA,CEDAR,Double Blackberry 6/4/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",1,74,16
"7G - Cedar Rapids, IA",OFF,HY VEE FAST & FRESH #1080,2025 2ND ST,CORALVILLE,IA,CEDAR,Easy Eddy 4/6/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",4,42,48
"7G - Cedar Rapids, IA",OFF,HY VEE FAST & FRESH #1080,2025 2ND ST,CORALVILLE,IA,CEDAR,Tigerhawk 4/6/16oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",2.666666,14,76
"7G - Cedar Rapids, IA",OFF,HY VEE FAST & FRESH #1080,2025 2ND ST,CORALVILLE,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",2.4,28,62
"7G - Cedar Rapids, IA",OFF,HY VEE FAST & FRESH #1080,2025 2ND ST,CORALVILLE,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",2,56,34
"7G - Cedar Rapids, IA",OFF,KIRKWOOD LIQUOR AND TOBACCO,300 KIRKWOOD AVE,IOWA CITY,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",8,20,70
"7G - Cedar Rapids, IA",OFF,KIRKWOOD LIQUOR AND TOBACCO,300 KIRKWOOD AVE,IOWA CITY,IA,CEDAR,Neighborhood Beer 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",2,20,70
"7G - Cedar Rapids, IA",OFF,KIRKWOOD LIQUOR AND TOBACCO,300 KIRKWOOD AVE,IOWA CITY,IA,CEDAR,Tigerhawk 2/12/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",1,20,70
"7G - Cedar Rapids, IA",OFF,CASEYS #2811,605 6TH ST S,SPRINGVILLE,IA,CEDAR,Easy Eddy 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",6,12,78
"7G - Cedar Rapids, IA",OFF,CASEYS #2811,605 6TH ST S,SPRINGVILLE,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",4.8,19,71
"7G - Cedar Rapids, IA",OFF,EVERGREEN SMOKE SHOP,1661 S 1ST AVE,IOWA CITY,IA,CEDAR,Easy Eddy 2/12/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",3,19,71
"7G - Cedar Rapids, IA",OFF,EVERGREEN SMOKE SHOP,1661 S 1ST AVE,IOWA CITY,IA,CEDAR,Easy Eddy 4/6/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",2,40,50
"7G - Cedar Rapids, IA",OFF,EVERGREEN SMOKE SHOP,1661 S 1ST AVE,IOWA CITY,IA,CEDAR,Neighborhood Beer 4/6/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",1,95,-5
"7G - Cedar Rapids, IA",OFF,EVERGREEN SMOKE SHOP,1661 S 1ST AVE,IOWA CITY,IA,CEDAR,Eddy Variety Pack 2/12/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",1,95,-5
"7G - Cedar Rapids, IA",OFF,EVERGREEN SMOKE SHOP,1661 S 1ST AVE,IOWA CITY,IA,CEDAR,Citrus Surfer Lime 4/6/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",1,95,-5
"7G - Cedar Rapids, IA",OFF,EVERGREEN SMOKE SHOP,1661 S 1ST AVE,IOWA CITY,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",1,95,-5
"7G - Cedar Rapids, IA",OFF,EVERGREEN SMOKE SHOP,1661 S 1ST AVE,IOWA CITY,IA,CEDAR,Royal Eddy 1/12/19.2oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",0.8,95,-5
"7G - Cedar Rapids, IA",OFF,EVERGREEN SMOKE SHOP,1661 S 1ST AVE,IOWA CITY,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",0.8,95,-5
"7G - Cedar Rapids, IA",OFF,BP TO GO #UNK,1010 E POST RD,MARION,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",4,40,50
"7G - Cedar Rapids, IA",OFF,BP TO GO #UNK,1010 E POST RD,MARION,IA,CEDAR,Easy Eddy 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",4,40,50
"7G - Cedar Rapids, IA",OFF,BP TO GO #UNK,1010 E POST RD,MARION,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",1.6,26,64
"7G - Cedar Rapids, IA",OFF,BP TO GO #UNK,1010 E POST RD,MARION,IA,CEDAR,Easy Going 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",1,54,36
"7G - Cedar Rapids, IA",OFF,CASEYS #2780,5555 EDGEWOOD RD NE,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 4/6/12oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",8,18,72
"7G - Cedar Rapids, IA",OFF,CASEYS #2780,5555 EDGEWOOD RD NE,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",2.4,32,58
"7G - Cedar Rapids, IA",OFF,NEIGHBORHOOD TOBACCO OUTLET,2500 7TH AVE,MARION,IA,CEDAR,Neighborhood Beer 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",5,4,86
"7G - Cedar Rapids, IA",OFF,NEIGHBORHOOD TOBACCO OUTLET,2500 7TH AVE,MARION,IA,CEDAR,Easy Eddy 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",4,53,37
"7G - Cedar Rapids, IA",OFF,NEIGHBORHOOD TOBACCO OUTLET,2500 7TH AVE,MARION,IA,CEDAR,Royal Eddy 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",1,53,37
"7G - Cedar Rapids, IA",OFF,QUICK STOP,1430 1ST AVE NE,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",6,6,84
"7G - Cedar Rapids, IA",OFF,QUICK STOP,1430 1ST AVE NE,CEDAR RAPIDS,IA,CEDAR,Tigerhawk 2/12/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",4,13,77
"7G - Cedar Rapids, IA",OFF,POINT LIQUOR & TOBACCO,3221 CENTER POINT RD NE,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",5,13,77
"7G - Cedar Rapids, IA",OFF,POINT LIQUOR & TOBACCO,3221 CENTER POINT RD NE,CEDAR RAPIDS,IA,CEDAR,Tigerhawk 2/12/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",2,6,84
"7G - Cedar Rapids, IA",OFF,POINT LIQUOR & TOBACCO,3221 CENTER POINT RD NE,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 2/12/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",2,13,77
"7G - Cedar Rapids, IA",OFF,POINT LIQUOR & TOBACCO,3221 CENTER POINT RD NE,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",0.8,97,-7
"7G - Cedar Rapids, IA",OFF,CASEYS #2766,380 33RD AVE SW,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 4/6/12oz Can,"JARED ZEUTENHO 162- 7G - Cedar Rapids, IA",6,41,49
"7G - Cedar Rapids, IA",OFF,CASEYS #2766,380 33RD AVE SW,CEDAR RAPIDS,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"JARED ZEUTENHO 162- 7G - Cedar Rapids, IA",2,97,-7
"7G - Cedar Rapids, IA",OFF,CASEYS #2766,380 33RD AVE SW,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"JARED ZEUTENHO 162- 7G - Cedar Rapids, IA",1.6,27,63
"7G - Cedar Rapids, IA",OFF,CASEYS #2908,1752 HWY 64 E,ANAMOSA,IA,CEDAR,Easy Eddy 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",6,12,78
"7G - Cedar Rapids, IA",OFF,CASEYS #2908,1752 HWY 64 E,ANAMOSA,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",2,26,64
"7G - Cedar Rapids, IA",OFF,CASEYS #2908,1752 HWY 64 E,ANAMOSA,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",1.6,68,22
"7G - Cedar Rapids, IA",OFF,TAPKEN CONVENIENCE,306 S ELM ST,ANAMOSA,IA,CEDAR,Easy Eddy 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",4,19,71
"7G - Cedar Rapids, IA",OFF,TAPKEN CONVENIENCE,306 S ELM ST,ANAMOSA,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",3,12,78
"7G - Cedar Rapids, IA",OFF,TAPKEN CONVENIENCE,306 S ELM ST,ANAMOSA,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",1.6,12,78
"7G - Cedar Rapids, IA",OFF,TAPKEN CONVENIENCE,306 S ELM ST,ANAMOSA,IA,CEDAR,Neighborhood Beer 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",1,82,8
"7G - Cedar Rapids, IA",OFF,DEPOT EXPRESS,117 E RAILROAD ST,NORWAY,IA,CEDAR,Easy Eddy 4/6/12oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",6,5,85
"7G - Cedar Rapids, IA",OFF,DEPOT EXPRESS,117 E RAILROAD ST,NORWAY,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",2.4,40,50
"7G - Cedar Rapids, IA",OFF,DEPOT EXPRESS,117 E RAILROAD ST,NORWAY,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",1,103,-13
"7G - Cedar Rapids, IA",OFF,CASEYS #2594,401 GRANT ST,WALKER,IA,CEDAR,Easy Eddy 4/6/12oz Can,"LARRY HEGGEBO 173- 7G - Cedar Rapids, IA",6,20,70
"7G - Cedar Rapids, IA",OFF,CASEYS #2594,401 GRANT ST,WALKER,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"LARRY HEGGEBO 173- 7G - Cedar Rapids, IA",2.4,41,49
"7G - Cedar Rapids, IA",OFF,CASEYS #2594,401 GRANT ST,WALKER,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"LARRY HEGGEBO 173- 7G - Cedar Rapids, IA",1,62,28
"7G - Cedar Rapids, IA",OFF,RJZ EXPRESS,2 ESCORT LN,IOWA CITY,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",6,20,70
"7G - Cedar Rapids, IA",OFF,RJZ EXPRESS,2 ESCORT LN,IOWA CITY,IA,CEDAR,Neighborhood Beer 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",2,76,14
"7G - Cedar Rapids, IA",OFF,RJZ EXPRESS,2 ESCORT LN,IOWA CITY,IA,CEDAR,Boomtown 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",1,76,14
"7G - Cedar Rapids, IA",OFF,CENTERPOINT FOODS,800 FORD LANE,CENTER POINT,IA,CEDAR,Easy Eddy 4/6/12oz Can,"LARRY HEGGEBO 173- 7G - Cedar Rapids, IA",4,12,78
"7G - Cedar Rapids, IA",OFF,CENTERPOINT FOODS,800 FORD LANE,CENTER POINT,IA,CEDAR,Tigerhawk 2/12/12oz Can,"LARRY HEGGEBO 173- 7G - Cedar Rapids, IA",2,26,64
"7G - Cedar Rapids, IA",OFF,CENTERPOINT FOODS,800 FORD LANE,CENTER POINT,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"LARRY HEGGEBO 173- 7G - Cedar Rapids, IA",2,26,64
"7G - Cedar Rapids, IA",OFF,CENTERPOINT FOODS,800 FORD LANE,CENTER POINT,IA,CEDAR,Neighborhood Beer 4/6/12oz Can,"LARRY HEGGEBO 173- 7G - Cedar Rapids, IA",1,68,22
"7G - Cedar Rapids, IA",OFF,CASEYS #1889,627 S MAIN ST,MONTICELLO,IA,CEDAR,Easy Eddy 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",2,4,86
"7G - Cedar Rapids, IA",OFF,CASEYS #1889,627 S MAIN ST,MONTICELLO,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",1.6,18,72
"7G - Cedar Rapids, IA",OFF,CASEYS #1889,627 S MAIN ST,MONTICELLO,IA,CEDAR,Tigerhawk 2/12/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",1,11,79
"7G - Cedar Rapids, IA",OFF,CASEYS #1889,627 S MAIN ST,MONTICELLO,IA,CEDAR,Eddy Variety Pack 2/12/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",1,11,79
"7G - Cedar Rapids, IA",OFF,CASEYS #1889,627 S MAIN ST,MONTICELLO,IA,CEDAR,Eddy Variety Pack 2/12/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",1,102,-12
"7G - Cedar Rapids, IA",OFF,CASEYS #1889,627 S MAIN ST,MONTICELLO,IA,CEDAR,Neighborhood Beer 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",1,102,-12
"7G - Cedar Rapids, IA",OFF,CASEYS #1889,627 S MAIN ST,MONTICELLO,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"DON ETSCHEIDT 172- 7G - Cedar Rapids, IA",1,4,86
"7G - Cedar Rapids, IA",OFF,CASEYS #1126,204 E MAIN ST,WYOMING,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",7,19,71
"7G - Cedar Rapids, IA",OFF,CASEYS #1126,204 E MAIN ST,WYOMING,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",1.6,26,64
"7G - Cedar Rapids, IA",OFF,SMOKIN JOES TOBACCO & L #14,225 EDGEWOOD RD NW,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 4/6/12oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",4,20,70
"7G - Cedar Rapids, IA",OFF,SMOKIN JOES TOBACCO & L #14,225 EDGEWOOD RD NW,CEDAR RAPIDS,IA,CEDAR,Tigerhawk 4/6/16oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",2.666666,13,77
"7G - Cedar Rapids, IA",OFF,SMOKIN JOES TOBACCO & L #14,225 EDGEWOOD RD NW,CEDAR RAPIDS,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",1,48,42
"7G - Cedar Rapids, IA",OFF,SMOKIN JOES TOBACCO & L #14,225 EDGEWOOD RD NW,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",0.8,13,77
"7G - Cedar Rapids, IA",OFF,ESSENTIALS,1500 1ST AVE NE,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",3.2,6,84
"7G - Cedar Rapids, IA",OFF,ESSENTIALS,1500 1ST AVE NE,CEDAR RAPIDS,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",2,83,7
"7G - Cedar Rapids, IA",OFF,ESSENTIALS,1500 1ST AVE NE,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",2,20,70
"7G - Cedar Rapids, IA",OFF,ESSENTIALS,1500 1ST AVE NE,CEDAR RAPIDS,IA,CEDAR,Tigerhawk 2/12/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",1,41,49
"7G - Cedar Rapids, IA",OFF,MEGA SAVER #5022,3215 7TH AVE,MARION,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",3.2,18,72
"7G - Cedar Rapids, IA",OFF,MEGA SAVER #5022,3215 7TH AVE,MARION,IA,CEDAR,Easy Eddy 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",3,18,72
"7G - Cedar Rapids, IA",OFF,MEGA SAVER #5022,3215 7TH AVE,MARION,IA,CEDAR,Eddy Variety Pack 2/12/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",2,88,2
"7G - Cedar Rapids, IA",OFF,J & S EXPRESS,2221 ROCHESTER AVE,IOWA CITY,IA,CEDAR,Easy Eddy 4/6/12oz Can,"AUSTIN BALIK 151- 7G - Cedar Rapids, IA",7,13,77
"7G - Cedar Rapids, IA",OFF,J & S EXPRESS,2221 ROCHESTER AVE,IOWA CITY,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"AUSTIN BALIK 151- 7G - Cedar Rapids, IA",1,27,63
"7G - Cedar Rapids, IA",OFF,SUNDSTOP,400 JACKSON ST,OLIN,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",4,12,78
"7G - Cedar Rapids, IA",OFF,SUNDSTOP,400 JACKSON ST,OLIN,IA,CEDAR,Tigerhawk 2/12/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",3,5,85
"7G - Cedar Rapids, IA",OFF,SUNDSTOP,400 JACKSON ST,OLIN,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",1,12,78
"7G - Cedar Rapids, IA",OFF,BIG DISCOUNT LIQUOR,5427 CENTER POINT RD NE,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",4,76,14
"7G - Cedar Rapids, IA",OFF,BIG DISCOUNT LIQUOR,5427 CENTER POINT RD NE,CEDAR RAPIDS,IA,CEDAR,Silo Amber 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",1,6,84
"7G - Cedar Rapids, IA",OFF,BIG DISCOUNT LIQUOR,5427 CENTER POINT RD NE,CEDAR RAPIDS,IA,CEDAR,Tigerhawk 2/12/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",1,27,63
"7G - Cedar Rapids, IA",OFF,BIG DISCOUNT LIQUOR,5427 CENTER POINT RD NE,CEDAR RAPIDS,IA,CEDAR,Royal Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",1,41,49
"7G - Cedar Rapids, IA",OFF,BIG DISCOUNT LIQUOR,5427 CENTER POINT RD NE,CEDAR RAPIDS,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",1,34,56
"7G - Cedar Rapids, IA",OFF,CASEYS #2768,1201 1ST AVE SE,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",8,20,70
"7G - Cedar Rapids, IA",OFF,THE CROWN LIQUOR & SMOKE,1910 LOWER MUSCATINE RD,IOWA CITY,IA,CEDAR,Royal Eddy 4/6/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",2,20,70
"7G - Cedar Rapids, IA",OFF,THE CROWN LIQUOR & SMOKE,1910 LOWER MUSCATINE RD,IOWA CITY,IA,CEDAR,Easy Eddy 4/6/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",2,41,49
"7G - Cedar Rapids, IA",OFF,THE CROWN LIQUOR & SMOKE,1910 LOWER MUSCATINE RD,IOWA CITY,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",1,62,28
"7G - Cedar Rapids, IA",OFF,THE CROWN LIQUOR & SMOKE,1910 LOWER MUSCATINE RD,IOWA CITY,IA,CEDAR,Easy Going 4/6/12oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",1,62,28
"7G - Cedar Rapids, IA",OFF,THE CROWN LIQUOR & SMOKE,1910 LOWER MUSCATINE RD,IOWA CITY,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",0.8,62,28
"7G - Cedar Rapids, IA",OFF,THE CROWN LIQUOR & SMOKE,1910 LOWER MUSCATINE RD,IOWA CITY,IA,CEDAR,Royal Eddy 1/12/19.2oz Can,"NICK BLANCHARD 152- 7G - Cedar Rapids, IA",0.8,62,28
"7G - Cedar Rapids, IA",OFF,CASEYS #2898,93 LOMBARD ST,CLARENCE,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",4,5,85
"7G - Cedar Rapids, IA",OFF,CASEYS #2898,93 LOMBARD ST,CLARENCE,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"TREY MCDONALD 143- 7G - Cedar Rapids, IA",3.2,26,64
"7G - Cedar Rapids, IA",OFF,MILLS FLEET FARM #5800,4650 CROSS POINTE BLVD,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 4/6/12oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",7,11,79
"7G - Cedar Rapids, IA",OFF,SARAS MINI MART,2020 7TH AVE,MARION,IA,CEDAR,Easy Eddy 4/6/12oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",3,21,69
"7G - Cedar Rapids, IA",OFF,SARAS MINI MART,2020 7TH AVE,MARION,IA,CEDAR,Easy Eddy 1/12/19.2 oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",2.4,21,69
"7G - Cedar Rapids, IA",OFF,SARAS MINI MART,2020 7TH AVE,MARION,IA,CEDAR,Citrus Surfer 1/12/19.2oz Can,"MIKE OHL 171- 7G - Cedar Rapids, IA",1.6,35,55
"7G - Cedar Rapids, IA",OFF,MILLS FLEET FARM GAS MA #5810,5245 EDGEWOOD RD,CEDAR RAPIDS,IA,CEDAR,Easy Eddy 4/6/12oz Can,"LOGAN COMERO 163- 7G - Cedar Rapids, IA",7,32,58
"7G - Cedar Rapids, IA",OFF,SINCLAIR,2153 ACT CIR,IOWA CITY,IA,CEDAR,Easy Eddy 4/6/12oz Can,"TYLER KIOUS 153- 7G - Cedar Rapids, IA",6,6,84
"7G - Cedar Rapids, IA",OFF,SINCLAIR,2153 ACT CIR,IOWA CITY,IA,CEDAR,Citrus Surfer 4/6/12oz Can,"TYLER KIOUS 153- 7G - Cedar Rapids, IA",1,62,28
"7G - Cedar Rapids, IA",OFF,WINESTYLES,4201 42ND ST NE STE 170,CEDAR RAPIDS,IA,CEDAR,Citrus Surfer 1/6 Barrel Keg,"PROSELL SKYLA 392- 7G - Cedar Rapids, IA",4.586666,39,51
